"Store","$/lb","lb sold"
"ROANOKE (NEW) - FOOD LION",2.493419,3115
"ROANOKE (NEW) - FOOD LION",2.493734,3192
"ROANOKE (NEW) - FOOD LION",2.529946,3857
"ROANOKE (NEW) - FOOD LION",2.538272,2848
"ROANOKE (NEW) - FOOD LION",2.546731,2921
"ROANOKE (NEW) - FOOD LION",2.611352,3453
"ROANOKE (NEW) - FOOD LION",2.61812,2053
"ROANOKE (NEW) - FOOD LION",2.621494,2745
"ROANOKE (NEW) - FOOD LION",2.623473,2701
"ROANOKE (NEW) - FOOD LION",2.625636,3144
"ROANOKE (NEW) - FOOD LION",2.626052,3447
"ROANOKE (NEW) - FOOD LION",2.626908,2817
"ROANOKE (NEW) - FOOD LION",2.649969,3214
"ROANOKE (NEW) - FOOD LION",2.672422,2085
"ROANOKE (NEW) - FOOD LION",2.674863,3091
"ROANOKE (NEW) - FOOD LION",2.683512,3166
"ROANOKE (NEW) - FOOD LION",2.692308,3367
"ROANOKE (NEW) - FOOD LION",2.720946,2874
"ROANOKE (NEW) - FOOD LION",2.732443,2919
"ROANOKE (NEW) - FOOD LION",2.762878,3475
"ROANOKE (NEW) - FOOD LION",2.772601,3949
"ROANOKE (NEW) - FOOD LION",2.775024,3187
"ROANOKE (NEW) - FOOD LION",2.810663,2926
"ROANOKE (NEW) - FOOD LION",2.829151,2710
"ROANOKE (NEW) - FOOD LION",2.842898,2457
"ROANOKE (NEW) - FOOD LION",2.950802,1870
"ROANOKE (NEW) - FOOD LION",2.963532,2084
"ROANOKE (NEW) - FOOD LION",2.998596,2850
"ROANOKE (NEW) - FOOD LION",3.023256,1935
"ROANOKE (NEW) - FOOD LION",3.033673,2257
"ROANOKE (NEW) - FOOD LION",3.042332,2693
"ROANOKE (NEW) - FOOD LION",3.046461,2303
"ROANOKE (NEW) - FOOD LION",3.046547,1998
"ROANOKE (NEW) - FOOD LION",3.048148,2160
"ROANOKE (NEW) - FOOD LION",3.049841,1886
"ROANOKE (NEW) - FOOD LION",3.050638,2350
"ROANOKE (NEW) - FOOD LION",3.065922,2776
"ROANOKE (NEW) - FOOD LION",3.068886,2163
"ROANOKE (NEW) - FOOD LION",3.082881,2582
"ROANOKE (NEW) - FOOD LION",3.099025,2565
"ROANOKE (NEW) - KROGER CO",2.330976,10747
"ROANOKE (NEW) - KROGER CO",2.409091,6842
"ROANOKE (NEW) - KROGER CO",2.42319,5761
"ROANOKE (NEW) - KROGER CO",2.423997,6184
"ROANOKE (NEW) - KROGER CO",2.425384,4751
"ROANOKE (NEW) - KROGER CO",2.429705,5797
"ROANOKE (NEW) - KROGER CO",2.429838,6314
"ROANOKE (NEW) - KROGER CO",2.432282,4312
"ROANOKE (NEW) - KROGER CO",2.432409,4579
"ROANOKE (NEW) - KROGER CO",2.432933,4913
"ROANOKE (NEW) - KROGER CO",2.433549,5109
"ROANOKE (NEW) - KROGER CO",2.435693,4774
"ROANOKE (NEW) - KROGER CO",2.437568,4621
"ROANOKE (NEW) - KROGER CO",2.441033,5113
"ROANOKE (NEW) - KROGER CO",2.442308,4680
"ROANOKE (NEW) - KROGER CO",2.446655,5127
"ROANOKE (NEW) - KROGER CO",2.448227,5640
"ROANOKE (NEW) - KROGER CO",2.448721,4885
"ROANOKE (NEW) - KROGER CO",2.448906,5304
"ROANOKE (NEW) - KROGER CO",2.449135,5377
"ROANOKE (NEW) - KROGER CO",2.450953,6504
"ROANOKE (NEW) - KROGER CO",2.451106,4520
"ROANOKE (NEW) - KROGER CO",2.453993,5923
"ROANOKE (NEW) - KROGER CO",2.454533,7456
"ROANOKE (NEW) - KROGER CO",2.455859,4361
"ROANOKE (NEW) - KROGER CO",2.456313,5299
"ROANOKE (NEW) - KROGER CO",2.458922,4674
"ROANOKE (NEW) - KROGER CO",2.459663,5702
"ROANOKE (NEW) - KROGER CO",2.465333,5798
"ROANOKE (NEW) - KROGER CO",2.466631,3791
"ROANOKE (NEW) - KROGER CO",2.46668,4982
"ROANOKE (NEW) - KROGER CO",2.467746,4077
"ROANOKE (NEW) - KROGER CO",2.468073,3461
"ROANOKE (NEW) - KROGER CO",2.469708,4209
"ROANOKE (NEW) - KROGER CO",2.469812,5532
"ROANOKE (NEW) - KROGER CO",2.470613,4747
"ROANOKE (NEW) - KROGER CO",2.472917,4320
"ROANOKE (NEW) - KROGER CO",2.475089,5319
"ROANOKE (NEW) - KROGER CO",2.477627,6928
"ROANOKE (NEW) - KROGER CO",2.478232,7534
"ROANOKE (NEW) - KROGER CO",2.478373,6196
"ROANOKE (NEW) - KROGER CO",2.479299,4106
"ROANOKE (NEW) - KROGER CO",2.481726,4843
"ROANOKE (NEW) - KROGER CO",2.483046,5397
"ROANOKE (NEW) - KROGER CO",2.488718,3634
"ROANOKE (NEW) - KROGER CO",2.49417,5403
"ROANOKE (NEW) - KROGER CO",2.497552,3881
"ROANOKE (NEW) - KROGER CO",2.498518,5061
"ROANOKE (NEW) - KROGER CO",2.5,4256
"ROANOKE (NEW) - KROGER CO",2.503025,4298
"ROANOKE (NEW) - KROGER CO",2.506036,5881
"ROANOKE (NEW) - KROGER CO",2.522645,4990
"ROANOKE (NEW) - KROGER CO",2.525159,4551
"ROANOKE (NEW) - KROGER CO",2.5254,4941
"ROANOKE (NEW) - KROGER CO",2.535211,3621
"ROANOKE (NEW) - KROGER CO",2.538027,5667
"ROANOKE (NEW) - KROGER CO",2.622847,4876
"ROANOKE (NEW) - KROGER CO",2.671792,4878
"ROANOKE (NEW) - KROGER CO",2.68911,5317
"ROANOKE (NEW) - KROGER CO",2.700876,4336
"ROANOKE (NEW) - KROGER CO",2.722513,4011
"ROANOKE (NEW) - KROGER CO",2.765054,2707
"ROANOKE (NEW) - KROGER CO",2.769869,3737
"ROANOKE (NEW) - KROGER CO",2.805699,3685
"ROANOKE (NEW) - KROGER CO",2.894879,4433
"ROANOKE (NEW) - KROGER CO",2.897966,3146
"ROANOKE (NEW) - KROGER CO",2.917302,3543
"ROANOKE (NEW) - KROGER CO",2.940349,3269
"SACRAMENTO - RALEYS",2.652669,3334
"SACRAMENTO - RALEYS",2.652669,3691
"SACRAMENTO - RALEYS",2.652905,4045
"SACRAMENTO - RALEYS",2.652988,4435
"SACRAMENTO - RALEYS",2.653089,2946
"SACRAMENTO - RALEYS",2.653237,3599
"SACRAMENTO - RALEYS",2.653289,3937
"SACRAMENTO - RALEYS",2.653358,3782
"SACRAMENTO - RALEYS",2.653431,4080
"SACRAMENTO - RALEYS",2.653761,3616
"SACRAMENTO - RALEYS",2.653788,3986
"SACRAMENTO - RALEYS",2.653983,3364
"SACRAMENTO - RALEYS",2.661317,4175
"SACRAMENTO - RALEYS",2.762421,3502
"SACRAMENTO - RALEYS",2.78577,2572
"SACRAMENTO - RALEYS",3.020155,1935
"SACRAMENTO - RALEYS",3.251221,2253
"SACRAMENTO - RALEYS",3.320281,2988
"SACRAMENTO - RALEYS",3.320313,2432
"SACRAMENTO - RALEYS",3.364248,2081
"SACRAMENTO - RALEYS",3.424318,2015
"SACRAMENTO - RALEYS",3.582966,1362
"SACRAMENTO - RALEYS",3.647866,1968
"SACRAMENTO - RALEYS",3.665484,1973
"SACRAMENTO - RALEYS",3.7148,1946
"SACRAMENTO - RALEYS",3.718301,1601
"SACRAMENTO - RALEYS",3.719341,1639
"SACRAMENTO - RALEYS",3.719766,1538
"SACRAMENTO - RALEYS",3.720024,1693
"SACRAMENTO - RALEYS",3.720238,1344
"SACRAMENTO - RALEYS",3.721396,1547
"SACRAMENTO - RALEYS",3.733737,1322
"SACRAMENTO - RALEYS",3.739072,1487
"SACRAMENTO - RALEYS",3.740316,1394
"SACRAMENTO - RALEYS",3.769565,1380
"SACRAMENTO - RALEYS",3.776425,1807
"SACRAMENTO - RALEYS",3.777266,1302
"SACRAMENTO - RALEYS",3.802107,1329
"SACRAMENTO - RALEYS",3.822624,1494
"SACRAMENTO - RALEYS",3.82334,1551
"SACRAMENTO - RALEYS",3.824548,1271
"SACRAMENTO - RALEYS",3.827734,1637
"SACRAMENTO - RALEYS",3.830601,1281
"SACRAMENTO - RALEYS",3.835607,1393
"SACRAMENTO - RALEYS",3.839973,1506
"SACRAMENTO - RALEYS",3.851828,1586
"SACRAMENTO - RALEYS",3.852023,1730
"SACRAMENTO - RALEYS",3.852174,1495
"SACRAMENTO - RALEYS",3.852211,1854
"SACRAMENTO - RALEYS",3.852247,1313
"SACRAMENTO - RALEYS",3.852404,1477
"SACRAMENTO - RALEYS",3.852502,1539
"SACRAMENTO - RALEYS",3.852769,1535
"SACRAMENTO - RALEYS",3.852783,1114
"SACRAMENTO - RALEYS",3.852786,1705
"SACRAMENTO - RALEYS",3.853037,1844
"SACRAMENTO - RALEYS",3.853047,1395
"SACRAMENTO - RALEYS",3.853248,1247
"SACRAMENTO - RALEYS",3.853317,1643
"SACRAMENTO - RALEYS",3.853333,1275
"SACRAMENTO - RALEYS",3.853432,1617
"SACRAMENTO - RALEYS",3.85351,1966
"SACRAMENTO - RALEYS",3.853643,1551
"SACRAMENTO - RALEYS",3.853899,1321
"SACRAMENTO - RALEYS",3.853933,1869
"SACRAMENTO - RALEYS",3.854039,1795
"SACRAMENTO - RALEYS",3.854128,1611
"SACRAMENTO - RALEYS",3.854383,1346
"SALT LAKE CITY - SMITHS FOOD",2.386115,2103
"SALT LAKE CITY - SMITHS FOOD",2.386299,1416
"SALT LAKE CITY - SMITHS FOOD",2.386872,2727
"SALT LAKE CITY - SMITHS FOOD",2.386973,1827
"SALT LAKE CITY - SMITHS FOOD",2.498328,1196
"SALT LAKE CITY - SMITHS FOOD",2.519643,2240
"SALT LAKE CITY - SMITHS FOOD",2.520019,2073
"SALT LAKE CITY - SMITHS FOOD",2.520073,4359
"SALT LAKE CITY - SMITHS FOOD",2.520278,2737
"SALT LAKE CITY - SMITHS FOOD",2.520309,2462
"SALT LAKE CITY - SMITHS FOOD",2.520541,1996
"SALT LAKE CITY - SMITHS FOOD",2.638627,1165
"SALT LAKE CITY - SMITHS FOOD",2.652674,2001
"SALT LAKE CITY - SMITHS FOOD",2.653155,2393
"SALT LAKE CITY - SMITHS FOOD",2.653235,1762
"SALT LAKE CITY - SMITHS FOOD",2.653385,2083
"SALT LAKE CITY - SMITHS FOOD",2.653471,1743
"SALT LAKE CITY - SMITHS FOOD",2.653718,901
"SALT LAKE CITY - SMITHS FOOD",2.653862,2499
"SALT LAKE CITY - SMITHS FOOD",2.653896,1540
"SALT LAKE CITY - SMITHS FOOD",2.654054,1295
"SALT LAKE CITY - SMITHS FOOD",2.725707,2264
"SALT LAKE CITY - SMITHS FOOD",2.729104,1340
"SALT LAKE CITY - SMITHS FOOD",2.770302,3017
"SALT LAKE CITY - SMITHS FOOD",2.824578,2132
"SALT LAKE CITY - SMITHS FOOD",2.919096,1681
"SALT LAKE CITY - SMITHS FOOD",2.91978,1820
"SALT LAKE CITY - SMITHS FOOD",2.920917,1745
"SALT LAKE CITY - SMITHS FOOD",2.974017,1424
"SALT LAKE CITY - SMITHS FOOD",2.989756,1269
"SALT LAKE CITY - SMITHS FOOD",3.051225,898
"SALT LAKE CITY - SMITHS FOOD",3.052104,998
"SALT LAKE CITY - SMITHS FOOD",3.052239,938
"SALT LAKE CITY - SMITHS FOOD",3.052556,2093
"SALT LAKE CITY - SMITHS FOOD",3.053213,9866
"SALT LAKE CITY - SMITHS FOOD",3.05336,2530
"SALT LAKE CITY - SMITHS FOOD",3.053384,2098
"SALT LAKE CITY - SMITHS FOOD",3.053508,2523
"SALT LAKE CITY - SMITHS FOOD",3.05358,2053
"SALT LAKE CITY - SMITHS FOOD",3.053869,2042
"SALT LAKE CITY - SMITHS FOOD",3.054075,1276
"SALT LAKE CITY - SMITHS FOOD",3.054302,1197
"SALT LAKE CITY - SMITHS FOOD",3.054333,1454
"SALT LAKE CITY - SMITHS FOOD",3.121845,13353
"SALT LAKE CITY - SMITHS FOOD",3.124442,1567
"SALT LAKE CITY - SMITHS FOOD",3.186192,2245
"SALT LAKE CITY - SMITHS FOOD",3.186401,1706
"SALT LAKE CITY - SMITHS FOOD",3.211242,1103
"SALT LAKE CITY - SMITHS FOOD",3.34841,2233
"SALT LAKE CITY - SMITHS FOOD",3.604534,794
"SALT LAKE CITY - SMITHS FOOD",3.933175,2948
"SALT LAKE CITY - SMITHS FOOD",3.951968,1728
"SALT LAKE CITY - SMITHS FOOD",3.974684,711
"SALT LAKE CITY - SMITHS FOOD",3.98511,1276
"SALT LAKE CITY - SMITHS FOOD",3.985705,1469
"SALT LAKE CITY - SMITHS FOOD",3.986043,1218
"SALT LAKE CITY - SMITHS FOOD",3.9869,2748
"SALT LAKE CITY - SMITHS FOOD",3.987179,858
"SALT LAKE CITY - SMITHS FOOD",3.987242,1019
"SALT LAKE CITY - SMITHS FOOD",3.987256,1177
"SALT LAKE CITY - SMITHS FOOD",3.987993,1166
"SAN ANT/CORPUS CHR - H E BUTT",2.653311,27030
"SAN ANT/CORPUS CHR - H E BUTT",2.653338,27384
"SAN ANT/CORPUS CHR - H E BUTT",2.653357,27348
"SAN ANT/CORPUS CHR - H E BUTT",2.653357,34811
"SAN ANT/CORPUS CHR - H E BUTT",2.653368,25442
"SAN ANT/CORPUS CHR - H E BUTT",2.65339,20764
"SAN ANT/CORPUS CHR - H E BUTT",2.653418,20102
"SAN ANT/CORPUS CHR - H E BUTT",2.65378,26021
"SAN ANT/CORPUS CHR - H E BUTT",2.672233,20301
"SAN ANT/CORPUS CHR - H E BUTT",2.674505,17862
"SAN ANT/CORPUS CHR - H E BUTT",2.919962,23039
"SAN ANT/CORPUS CHR - H E BUTT",2.920011,21478
"SAN ANT/CORPUS CHR - H E BUTT",2.920016,22817
"SAN ANT/CORPUS CHR - H E BUTT",2.920063,13986
"SAN ANT/CORPUS CHR - H E BUTT",3.011484,14890
"SAN ANT/CORPUS CHR - H E BUTT",3.018642,12713
"SAN ANT/CORPUS CHR - H E BUTT",3.039795,11886
"SAN ANT/CORPUS CHR - H E BUTT",3.040285,22490
"SAN ANT/CORPUS CHR - H E BUTT",3.042119,13462
"SAN ANT/CORPUS CHR - H E BUTT",3.043767,14166
"SAN ANT/CORPUS CHR - H E BUTT",3.053235,14389
"SAN ANT/CORPUS CHR - H E BUTT",3.053241,12265
"SAN ANT/CORPUS CHR - H E BUTT",3.053264,24219
"SAN ANT/CORPUS CHR - H E BUTT",3.053266,9950
"SAN ANT/CORPUS CHR - H E BUTT",3.053295,12384
"SAN ANT/CORPUS CHR - H E BUTT",3.053298,16267
"SAN ANT/CORPUS CHR - H E BUTT",3.053309,12193
"SAN ANT/CORPUS CHR - H E BUTT",3.053319,14779
"SAN ANT/CORPUS CHR - H E BUTT",3.053325,12302
"SAN ANT/CORPUS CHR - H E BUTT",3.053329,12376
"SAN ANT/CORPUS CHR - H E BUTT",3.053333,16650
"SAN ANT/CORPUS CHR - H E BUTT",3.053356,18592
"SAN ANT/CORPUS CHR - H E BUTT",3.053372,12441
"SAN ANT/CORPUS CHR - H E BUTT",3.053394,14084
"SAN ANT/CORPUS CHR - H E BUTT",3.053409,14492
"SAN ANT/CORPUS CHR - H E BUTT",3.053412,17262
"SAN ANT/CORPUS CHR - H E BUTT",3.053447,13303
"SAN ANT/CORPUS CHR - H E BUTT",3.053448,9542
"SAN ANT/CORPUS CHR - H E BUTT",3.053449,12423
"SAN ANT/CORPUS CHR - H E BUTT",3.053472,11651
"SAN ANT/CORPUS CHR - H E BUTT",3.079616,12485
"SAN ANT/CORPUS CHR - H E BUTT",3.143867,14715
"SAN ANT/CORPUS CHR - H E BUTT",3.144905,11159
"SAN ANT/CORPUS CHR - H E BUTT",3.186565,13904
"SAN ANT/CORPUS CHR - H E BUTT",3.186624,14907
"SAN ANT/CORPUS CHR - H E BUTT",3.18667,11898
"SAN ANT/CORPUS CHR - H E BUTT",3.186752,10613
"SAN ANT/CORPUS CHR - H E BUTT",3.216614,14422
"SAN ANT/CORPUS CHR - H E BUTT",3.246219,13687
"SAN ANT/CORPUS CHR - H E BUTT",3.250666,11258
"SAN ANT/CORPUS CHR - H E BUTT",3.25858,16200
"SAN ANT/CORPUS CHR - H E BUTT",3.263824,14612
"SAN ANT/CORPUS CHR - H E BUTT",3.319934,16244
"SAN ANT/CORPUS CHR - H E BUTT",3.320013,17968
"SAN ANT/CORPUS CHR - H E BUTT",3.320063,17031
"SAN ANT/CORPUS CHR - H E BUTT",3.821555,9594
"SAN ANT/CORPUS CHR - H E BUTT",3.85334,9655
"SAN ANT/CORPUS CHR - H E BUTT",3.853437,12104
"SAN ANT/CORPUS CHR - H E BUTT",3.955018,11738
"SAN ANT/CORPUS CHR - H E BUTT",3.95685,10452
"SAN ANT/CORPUS CHR - H E BUTT",3.959983,14344
"SAN DIEGO - LUCKY",2.290529,13472
"SAN DIEGO - LUCKY",2.293944,12203
"SAN DIEGO - LUCKY",2.333488,6465
"SAN DIEGO - LUCKY",2.418382,12338
"SAN DIEGO - LUCKY",2.418756,12604
"SAN DIEGO - LUCKY",2.419459,12981
"SAN DIEGO - LUCKY",2.422684,12714
"SAN DIEGO - LUCKY",2.433935,10573
"SAN DIEGO - LUCKY",2.435748,10132
"SAN DIEGO - LUCKY",2.435854,8317
"SAN DIEGO - LUCKY",2.458415,7166
"SAN DIEGO - LUCKY",2.467248,5847
"SAN DIEGO - LUCKY",2.558666,6716
"SAN DIEGO - LUCKY",2.567845,8291
"SAN DIEGO - LUCKY",2.584382,6198
"SAN DIEGO - LUCKY",2.653343,8556
"SAN DIEGO - LUCKY",2.67829,9263
"SAN DIEGO - LUCKY",2.696759,8330
"SAN DIEGO - LUCKY",2.698237,7602
"SAN DIEGO - LUCKY",2.704372,6427
"SAN DIEGO - LUCKY",2.707045,9609
"SAN DIEGO - LUCKY",2.707411,8042
"SAN DIEGO - LUCKY",2.709607,6901
"SAN DIEGO - LUCKY",2.71122,7362
"SAN DIEGO - LUCKY",2.712426,6221
"SAN DIEGO - LUCKY",2.715436,8195
"SAN DIEGO - LUCKY",2.722636,6313
"SAN DIEGO - LUCKY",2.735785,3834
"SAN DIEGO - LUCKY",2.741302,4225
"SAN DIEGO - LUCKY",2.743046,3775
"SAN DIEGO - LUCKY",2.829744,5386
"SAN DIEGO - LUCKY",2.92879,7176
"SAN DIEGO - LUCKY",2.975076,6540
"SAN DIEGO - LUCKY",2.994305,6497
"SAN DIEGO - LUCKY",3.015382,5656
"SAN DIEGO - LUCKY",3.018012,8050
"SAN DIEGO - LUCKY",3.036685,4634
"SAN DIEGO - LUCKY",3.0706,3966
"SAN DIEGO - LUCKY",3.087719,4617
"SAN DIEGO - LUCKY",3.094274,4890
"SAN DIEGO - LUCKY",3.104396,4186
"SAN DIEGO - LUCKY",3.219312,4619
"SAN DIEGO - LUCKY",3.263362,4135
"SAN DIEGO - LUCKY",3.336693,3175
"SAN DIEGO - LUCKY",3.340201,4174
"SAN DIEGO - LUCKY",3.340585,2804
"SAN DIEGO - LUCKY",3.344939,3418
"SAN DIEGO - LUCKY",3.345786,4283
"SAN DIEGO - LUCKY",3.350785,3056
"SAN DIEGO - LUCKY",3.366279,3612
"SAN DIEGO - LUCKY",3.371602,3127
"SAN DIEGO - LUCKY",3.382154,3250
"SAN DIEGO - LUCKY",3.413762,3299
"SAN DIEGO - LUCKY",3.414815,3105
"SAN DIEGO - LUCKY",3.416719,3182
"SAN DIEGO - LUCKY",3.442056,2977
"SAN DIEGO - LUCKY",3.464026,5629
"SAN DIEGO - LUCKY",3.577589,2829
"SAN DIEGO - LUCKY",3.60033,3030
"SAN DIEGO - LUCKY",3.605109,5128
"SAN DIEGO - LUCKY",3.623154,2980
"SAN DIEGO - LUCKY",3.623983,3811
"SAN DIEGO - LUCKY",3.646992,3507
"SAN DIEGO - LUCKY",3.731953,3477
"SAN DIEGO - LUCKY",3.734434,2666
"SAN DIEGO - LUCKY",3.746629,3189
"SAN DIEGO - LUCKY",3.747283,3221
"SAN DIEGO - LUCKY",3.756382,2233
"SAN DIEGO - RALPHS",2,8754
"SAN DIEGO - RALPHS",2.213229,4732
"SAN DIEGO - RALPHS",2.386298,2788
"SAN DIEGO - RALPHS",2.386512,5071
"SAN DIEGO - RALPHS",2.386822,5054
"SAN DIEGO - RALPHS",2.519873,5032
"SAN DIEGO - RALPHS",2.52006,4013
"SAN DIEGO - RALPHS",2.623656,1395
"SAN DIEGO - RALPHS",2.624539,3252
"SAN DIEGO - RALPHS",2.649854,2736
"SAN DIEGO - RALPHS",2.652703,2053
"SAN DIEGO - RALPHS",2.652778,1656
"SAN DIEGO - RALPHS",2.652923,1916
"SAN DIEGO - RALPHS",2.652932,3155
"SAN DIEGO - RALPHS",2.653084,1816
"SAN DIEGO - RALPHS",2.653333,3000
"SAN DIEGO - RALPHS",2.653463,4721
"SAN DIEGO - RALPHS",2.680408,2450
"SAN DIEGO - RALPHS",2.721138,1793
"SAN DIEGO - RALPHS",2.725245,2242
"SAN DIEGO - RALPHS",2.748535,3925
"SAN DIEGO - RALPHS",2.756892,1995
"SAN DIEGO - RALPHS",2.804225,2651
"SAN DIEGO - RALPHS",3.051936,1059
"SAN DIEGO - RALPHS",3.052445,1697
"SAN DIEGO - RALPHS",3.052689,1841
"SAN DIEGO - RALPHS",3.052775,2198
"SAN DIEGO - RALPHS",3.052776,1459
"SAN DIEGO - RALPHS",3.0528,1875
"SAN DIEGO - RALPHS",3.052803,2462
"SAN DIEGO - RALPHS",3.052811,1761
"SAN DIEGO - RALPHS",3.052862,2743
"SAN DIEGO - RALPHS",3.052885,1872
"SAN DIEGO - RALPHS",3.052922,2721
"SAN DIEGO - RALPHS",3.052931,1757
"SAN DIEGO - RALPHS",3.052965,1737
"SAN DIEGO - RALPHS",3.052968,2190
"SAN DIEGO - RALPHS",3.053042,1282
"SAN DIEGO - RALPHS",3.053076,1658
"SAN DIEGO - RALPHS",3.053216,2161
"SAN DIEGO - RALPHS",3.053423,1928
"SAN DIEGO - RALPHS",3.053506,2168
"SAN DIEGO - RALPHS",3.053561,1699
"SAN DIEGO - RALPHS",3.053571,1736
"SAN DIEGO - RALPHS",3.053604,2164
"SAN DIEGO - RALPHS",3.053671,2329
"SAN DIEGO - RALPHS",3.053694,2626
"SAN DIEGO - RALPHS",3.053859,2358
"SAN DIEGO - RALPHS",3.053902,2486
"SAN DIEGO - RALPHS",3.05409,2237
"SAN DIEGO - RALPHS",3.054613,1355
"SAN DIEGO - RALPHS",3.273392,2052
"SAN DIEGO - RALPHS",3.580645,1209
"SAN DIEGO - RALPHS",3.585849,2021
"SAN DIEGO - RALPHS",3.586022,1488
"SAN DIEGO - RALPHS",3.586839,1474
"SAN DIEGO - RALPHS",3.71617,2047
"SAN DIEGO - RALPHS",3.718617,1880
"SAN DIEGO - RALPHS",3.719159,1759
"SAN DIEGO - RALPHS",3.720362,2210
"SAN DIEGO - RALPHS",3.720403,1588
"SAN DIEGO - RALPHS",3.72043,1395
"SAN DIEGO - RALPHS",3.720656,1525
"SAN DIEGO - RALPHS",3.720796,1558
"SAN DIEGO - RALPHS",3.721689,1563
"SAN DIEGO - RALPHS",3.809022,1707
"SAN DIEGO - RALPHS",4.218295,962
"SAN DIEGO - RALPHS",4.223612,1279
"SAN FRANCISCO - LUCKY",1.869926,36433
"SAN FRANCISCO - LUCKY",1.927647,33530
"SAN FRANCISCO - LUCKY",1.97723,9530
"SAN FRANCISCO - LUCKY",2.799339,13610
"SAN FRANCISCO - LUCKY",2.811007,12646
"SAN FRANCISCO - LUCKY",2.818701,11390
"SAN FRANCISCO - LUCKY",2.822118,10417
"SAN FRANCISCO - LUCKY",2.825845,9882
"SAN FRANCISCO - LUCKY",2.842912,12980
"SAN FRANCISCO - LUCKY",2.850824,9586
"SAN FRANCISCO - LUCKY",2.865257,11919
"SAN FRANCISCO - LUCKY",2.876283,7986
"SAN FRANCISCO - LUCKY",2.908723,6913
"SAN FRANCISCO - LUCKY",2.923019,7950
"SAN FRANCISCO - LUCKY",2.943659,8271
"SAN FRANCISCO - LUCKY",2.977455,7851
"SAN FRANCISCO - LUCKY",2.986553,7362
"SAN FRANCISCO - LUCKY",2.99763,7172
"SAN FRANCISCO - LUCKY",3.164555,16572
"SAN FRANCISCO - LUCKY",3.201907,11119
"SAN FRANCISCO - LUCKY",3.22525,10899
"SAN FRANCISCO - LUCKY",3.408626,6654
"SAN FRANCISCO - LUCKY",3.412871,5532
"SAN FRANCISCO - LUCKY",3.421142,7095
"SAN FRANCISCO - LUCKY",3.442763,6211
"SAN FRANCISCO - LUCKY",3.551659,7385
"SAN FRANCISCO - LUCKY",3.577867,6479
"SAN FRANCISCO - LUCKY",3.648468,6887
"SAN FRANCISCO - LUCKY",3.656112,6095
"SAN FRANCISCO - LUCKY",3.668699,9022
"SAN FRANCISCO - LUCKY",3.679732,8955
"SAN FRANCISCO - LUCKY",3.687349,8671
"SAN FRANCISCO - LUCKY",3.688732,5227
"SAN FRANCISCO - LUCKY",3.694661,5394
"SAN FRANCISCO - LUCKY",3.696959,8319
"SAN FRANCISCO - LUCKY",3.698158,5430
"SAN FRANCISCO - LUCKY",3.698567,8307
"SAN FRANCISCO - LUCKY",3.700236,9324
"SAN FRANCISCO - LUCKY",3.702699,7151
"SAN FRANCISCO - LUCKY",3.703,6734
"SAN FRANCISCO - LUCKY",3.70685,6686
"SAN FRANCISCO - LUCKY",3.709346,5553
"SAN FRANCISCO - LUCKY",3.710731,6672
"SAN FRANCISCO - LUCKY",3.714622,5519
"SAN FRANCISCO - LUCKY",3.716438,6041
"SAN FRANCISCO - LUCKY",3.724696,5503
"SAN FRANCISCO - LUCKY",3.72818,5912
"SAN FRANCISCO - LUCKY",3.730875,5451
"SAN FRANCISCO - LUCKY",3.731531,5807
"SAN FRANCISCO - LUCKY",3.732382,5676
"SAN FRANCISCO - LUCKY",3.733003,6060
"SAN FRANCISCO - LUCKY",3.733138,4433
"SAN FRANCISCO - LUCKY",3.733309,5407
"SAN FRANCISCO - LUCKY",3.73526,5190
"SAN FRANCISCO - LUCKY",3.736159,6629
"SAN FRANCISCO - LUCKY",3.736378,6240
"SAN FRANCISCO - LUCKY",3.748846,6064
"SAN FRANCISCO - LUCKY",3.750644,4660
"SAN FRANCISCO - LUCKY",3.75074,5408
"SAN FRANCISCO - LUCKY",3.752562,5953
"SAN FRANCISCO - LUCKY",3.754461,5828
"SOUTH CAROLINA - BI LO",2.333241,7223
"SOUTH CAROLINA - BI LO",2.333333,6840
"SOUTH CAROLINA - BI LO",2.33338,7217
"SOUTH CAROLINA - BI LO",2.333386,6353
"SOUTH CAROLINA - BI LO",2.333387,6176
"SOUTH CAROLINA - BI LO",2.333434,6628
"SOUTH CAROLINA - BI LO",2.346816,6675
"SOUTH CAROLINA - BI LO",2.386472,7998
"SOUTH CAROLINA - BI LO",2.386503,7498
"SOUTH CAROLINA - BI LO",2.386542,7906
"SOUTH CAROLINA - BI LO",2.386552,7585
"SOUTH CAROLINA - BI LO",2.386557,7290
"SOUTH CAROLINA - BI LO",2.386561,12218
"SOUTH CAROLINA - BI LO",2.386563,7621
"SOUTH CAROLINA - BI LO",2.386589,8381
"SOUTH CAROLINA - BI LO",2.386594,7504
"SOUTH CAROLINA - BI LO",2.3866,9418
"SOUTH CAROLINA - BI LO",2.386603,6539
"SOUTH CAROLINA - BI LO",2.386605,7346
"SOUTH CAROLINA - BI LO",2.386606,6182
"SOUTH CAROLINA - BI LO",2.386614,8546
"SOUTH CAROLINA - BI LO",2.386616,8114
"SOUTH CAROLINA - BI LO",2.386625,8344
"SOUTH CAROLINA - BI LO",2.386641,9761
"SOUTH CAROLINA - BI LO",2.386642,7666
"SOUTH CAROLINA - BI LO",2.386644,8760
"SOUTH CAROLINA - BI LO",2.386645,6859
